customerID,name,DOB,gender,mailing address,contact person,phone numbers,education backgroud,marital status,job type,income,LegalServiceRequested
38730,Julie Larson,6/17/1979,female,"8590 Bay View Court Ogden, UT 84405",Seamus Walter,(570) 841-3078,bachelor degree,single,management,43586,work injury
38836,Piper Conway,10/12/1937,female,"127 North Mammoth Street Herriman, UT 84096",Alana Cook,(176) 776-3985,bachelor degree,married,retired,69273,medical settlement
38847,Jaden West,10/12/1979,male,"8461 Rockledge St. Park City, UT 84098",Jerome Long,(472) 121-7574,high school diploma,single,blue collar,39444,work injury
38962,Mylie Miller,4/8/1941,female,"9284 SW. Nova Ave. Lindon, UT 84042",Harper Benton,(541) 463-3287,bachelor degree,married,retired,54646,medical settlement
39466,Melanie Bryan,7/15/1983,female,"29 Elmwood Road Salt Lake City, UT 84128",Zane Hartman,(317) 446-5994,doctoral degree,single,expert,82973,intellectual property
39593,Carmen Christian,4/12/1979,female,"171 University St. Fruitland, UT 84027",Norah Orozco,(558) 780-1696,doctoral degree,married,expert,72978,intellectual property
39697,Summer Baird,10/6/1943,male,"9258 Greenrose St. Lapoint, UT 84039",Nyla Becker,(485) 787-4942,bachelor degree,divorced,retired,82655,medical settlement
39920,Peyton Richards,4/3/1948,male,"166 Green Lake Street Millville, UT 84326",Junior Boyle,(125) 265-0665,bachelor degree,divorced,retired,84626,medical settlement
39936,Demarion Saunders,9/24/1994,female,"33 Lakewood St. Hatch, UT 84735",Winston Duncan,(183) 560-7582,bachelor degree,single,student,27688,accident litigation
39979,Tiana Riddle,12/20/1987,male,"8353 Essex Road Plymouth, UT 84330",Clinton Khan,(694) 377-7062,bachelor degree,divorced,sales,54088,Contracts
41306,Simone Cervantes,4/7/2001,female,"724 Butcher St. Hinckley, UT 84635",Javier Richard,(187) 761-1290,bachelor degree,single,admin,30040,accident litigation
41733,Will Ellis,6/18/1998,male,"74 Shipley Dr. Cache Junction, UT 84304",Kaylie Moody,(248) 131-0816,high school diploma,married,blue collar,22378,accident litigation
41762,Rachael Mcmahon,3/23/1944,female,"490 Cambridge Ave. Fort Duchesne, UT 84026",Zaniyah Lewis,(891) 210-7422,bachelor degree,married,retired,53362,medical settlement
41962,Joel Forbes,1/24/1947,male,"407 NE. Paris Hill Rd. Castle Dale, UT 84513",Axel Garrison,(135) 654-6279,bachelor degree,single,retired,77010,medical settlement
42280,Mayra Reid,10/12/1983,male,"552 Studebaker Road Orem, UT 84097",Shirley Glover,(667) 355-8710,high school diploma,single,blue collar,52928,work injury
42296,Kadin Pierce,5/17/1972,male,"9251 Philmont Road Salt Lake City, UT 84147",Jaiden Gallagher,(159) 260-1488,master degree,divorced,technician,124533,intellectual property
42423,Gilbert Lang,5/26/1986,male,"45 West Berkshire Ave. Oak City, UT 84649",Austin Young,(843) 713-8522,bachelor degree,single,sales,64164,Contracts
42673,Khloe Lynch,10/15/1985,female,"8473 Ridgeview Ave. Randlett, UT 84063",Rodolfo Cook,(154) 215-4043,bachelor degree,divorced,management,30027,work injury
42896,Travis Dixon,3/30/1980,female,"78 Foster Ave. Morgan, UT 84050",Selah Warren,(522) 783-3024,master degree,single,student,40300,work injury
42958,Giancarlo Drake,3/11/1979,female,"55 Homewood St. Salt Lake City, UT 84114",Desiree Hayden,(199) 316-6238,master degree,married,admin,44827,work injury
43055,Rashad Conway,3/16/1981,male,"446 Colonial St. Fayette, UT 84630",Belinda Blevins,(239) 459-3822,bachelor degree,divorced,sales,53514,work injury
43326,Armani Walker,9/7/1994,female,"790 Deerfield Dr. Emery, UT 84522",Josh Jarvis,(284) 757-7463,bachelor degree,married,student,26303,accident litigation
43902,Serena Tyler,10/14/1992,female,"131 E. Shady St. Alton, UT 84710",Lucia Bright,(996) 982-2903,master degree,divorced,admin,44994,Contracts
43997,Edgar Barnett,3/23/1991,female,"12 Old Oceanview Lane Hyde Park, UT 84318",Louis Barker,(494) 152-5691,bachelor degree,divorced,student,27699,accident litigation
44093,Jermaine Hogan,3/15/1981,female,"944 East Roberts Rd. Glendale, UT 84729",Ansley Frost,(275) 961-3728,bachelor degree,married,management,41043,work injury
44241,Rose Montoya,4/4/1999,female,"762 Bush Road Mexican Hat, UT 84531",Eve Odonnell,(429) 742-6782,bachelor degree,single,student,27858,accident litigation
44434,Meghan Woodward,4/10/1998,male,"650 W. Silver Rd. Circleville, UT 84723",Cyrus Patton,(404) 238-1535,high school diploma,divorced,blue collar,24384,accident litigation
44443,Tania Church,9/19/1978,female,"47 Cross St. American Fork, UT 84003",Adyson Watson,(396) 601-0659,bachelor degree,married,management,51112,work injury
44550,Demarcus Dickerson,6/6/1987,female,"9520 Wetland Street Wellsville, UT 84339",Maribel Cochran,(565) 895-7568,master degree,divorced,admin,40420,Contracts
45085,Orion Olsen,7/20/1990,female,"7970 Constitution St. Annabella, UT 84711",Micah Randolph,(328) 074-0889,master degree,divorced,admin,44071,Contracts
45221,Emmanuel Golden,10/4/1944,male,"9493 San Juan Ave. Salt Lake City, UT 84116",Nia Lee,(492) 151-3971,bachelor degree,single,retired,82565,medical settlement
45287,Gideon Odom,12/10/1974,male,"842 Great St. Bingham Canyon, UT 84006",Quincy Dalton,(166) 649-0445,master degree,divorced,technician,114912,intellectual property
45340,Jaiden Chambers,11/4/2003,female,"8921 Market Street Cedar City, UT 84720",Jadyn Thornton,(842) 134-6153,bachelor degree,married,student,19825,accident litigation
45473,Jabari Taylor,10/6/1980,male,"5 Summit Rd. Cleveland, UT 84518",Hayden Santana,(883) 707-3773,bachelor degree,married,management,58678,work injury
45561,Kaitlynn Robbins,3/26/1980,female,"553 Acorn Street American Fork, UT 84003",Brianna Brewer,(463) 193-9401,bachelor degree,married,admin,41715,work injury
45671,Bobby Chambers,12/8/1980,female,"8584 Ramblewood Rd. Salt Lake City, UT 84105",Bobby Ritter,(138) 485-4704,bachelor degree,divorced,management,41513,work injury
45847,Megan Bentley,2/2/1998,female,"61 Winding Way Road Circleville, UT 84723",Emilee Dickson,(437) 556-6711,bachelor degree,single,student,23229,accident litigation
45858,Landyn Flynn,9/16/1975,female,"8368 Harvard St. Santa Clara, UT 84765",Kieran Horn,(822) 007-9518,bachelor degree,divorced,admin,42201,work injury
45909,Brooklynn Barton,1/16/1974,male,"619 N. West Ave. Saratoga Springs, UT 84045",Saniya Strong,(283) 761-9223,master degree,single,technician,109862,intellectual property
45959,Maci Griffin,1/3/2001,male,"25 Broad Street Salt Lake City, UT 84171",Pedro Figueroa,(477) 877-5943,high school diploma,divorced,blue collar,30806,accident litigation
46324,Aidyn Conway,9/19/1970,male,"393 East Jewel Road Grantsville, UT 84029",Bentley Morrison,(166) 429-1832,master degree,married,technician,122523,intellectual property
46461,Elijah Blake,10/7/1975,female,"38 Rockville Court Salt Lake City, UT 84139",Jade Brennan,(709) 560-6241,doctoral degree,divorced,expert,126486,intellectual property
46507,Cohen Cooke,5/3/1994,female,"7381 National Ave. Centerfield, UT 84622",Aspen Gentry,(368) 004-5936,bachelor degree,divorced,admin,32123,accident litigation
46858,Yusuf Hickman,8/10/2002,female,"510 South Brickell Street Dammeron Valley, UT 84783",Josue Jones,(592) 681-8718,bachelor degree,married,student,19821,accident litigation
47008,Triston Gonzales,3/2/1999,female,"9047 Pennington Street Salt Lake City, UT 84199",Cynthia Dickerson,(599) 402-8584,bachelor degree,married,student,29312,accident litigation
47018,Kaya Choi,10/17/1989,female,"7794 East Taylor Street Kanarraville, UT 84742",Natasha Mann,(311) 043-9603,master degree,married,admin,50603,Contracts
47121,Nico Livingston,12/16/1989,female,"79 Gates Drive Salt Lake City, UT 84165",Luciano Anderson,(140) 159-2031,master degree,single,management,44174,Contracts
47131,Emanuel Berry,4/10/1995,male,"3 Ashley Road Bountiful, UT 84011",Anabella Mckenzie,(831) 760-0352,high school diploma,married,blue collar,33918,accident litigation
47227,Bronson Soto,5/12/1973,male,"7135 E. St Paul St. Whiterocks, UT 84085",Branson Mcintosh,(735) 182-3512,master degree,married,technician,104845,intellectual property
47229,Lamar Duncan,1/24/1999,male,"54 High Noon St. Park City, UT 84060",Gerald Cisneros,(348) 801-6068,high school diploma,divorced,admin,27349,accident litigation
47319,Payton Bradshaw,6/21/1982,male,"635 Surrey Street Blanding, UT 84511",Randy Frazier,(828) 849-6066,high school diploma,divorced,blue collar,49690,work injury
47361,Kelly Delacruz,7/21/1982,female,"8306 Sugarplum Road Oakley, UT 84055",Hana Zimmerman,(668) 974-2943,doctoral degree,married,expert,106874,intellectual property
47436,Connor Lutz,12/7/1995,female,"18 North Circus St. Mount Pleasant, UT 84647",Braylon Crawford,(134) 435-1460,bachelor degree,divorced,student,23953,accident litigation
47447,Jamal Dodson,2/25/1997,female,"59 Riverview Ave. Ogden, UT 84401",Tara Cruz,(770) 546-2805,bachelor degree,married,student,22384,accident litigation
47459,Seamus Summers,11/12/1989,female,"42 NE. Lavender Street Holden, UT 84636",Antoine Johns,(181) 798-4884,master degree,divorced,admin,45387,Contracts
47595,Lane Webb,1/29/1943,male,"85 Valley Farms Rd. Riverside, UT 84334",Mikayla Morales,(227) 454-6615,bachelor degree,married,retired,80611,medical settlement
47661,Audrey Ramos,7/17/1981,female,"103 Blue Spring Avenue Salina, UT 84654",Triston Compton,(771) 511-5831,master degree,single,student,45602,work injury
48198,Kasen Bonilla,2/28/1981,male,"370 Clinton Lane Willard, UT 84340",Kaylyn Dodson,(500) 032-1372,bachelor degree,married,sales,55191,work injury
48247,Brianna Joyce,8/5/1981,female,"7 Bay Meadows St. Layton, UT 84041",Aliya Escobar,(643) 463-2232,doctoral degree,divorced,expert,97818,intellectual property
48433,Alessandro Stevens,3/15/1938,female,"7768 Vale Dr. Sandy, UT 84094",Romeo Benson,(406) 159-4089,bachelor degree,divorced,retired,64572,medical settlement
49157,Titus Baxter,10/12/1980,female,"369 N. Oakwood Drive Salt Lake City, UT 84133",Jaydon Dudley,(262) 725-6199,bachelor degree,married,blue collar,44455,work injury
49353,Lawrence Dougherty,8/30/1983,male,"9862 Wakehurst Ave. Veyo, UT 84782",Everett Bentley,(909) 304-6686,bachelor degree,married,technician,55962,Contracts
49405,Allan Reynolds,1/6/1978,male,"72 Aurora St. Portage, UT 84331",Gauge Matthews,(541) 969-0505,high school diploma,married,blue collar,54482,work injury
49410,Kenley Norris,10/14/1975,male,"799 Green Dr. Providence, UT 84332",Drake Bright,(597) 566-9748,master degree,single,technician,122040,intellectual property
49665,Lola Huang,9/29/1974,male,"26 Pilgrim Ave. Saint George, UT 84770",Felicity Patton,(345) 493-2642,master degree,married,technician,118156,intellectual property
49710,Gabriel Reid,9/26/1978,male,"143 Vista Rd. Bicknell, UT 84715",Demarcus Sutton,(815) 381-3695,high school diploma,married,blue collar,53961,work injury
49830,Claudia Bright,8/24/1978,male,"7638 Livingston Dr. Cedar City, UT 84721",Lennon Prince,(619) 391-3624,bachelor degree,married,management,114083,intellectual property
49844,Alvaro Molina,11/15/1985,male,"75 Wakehurst St. Logan, UT 84341",Stephanie Macias,(301) 798-5767,bachelor degree,single,sales,50887,Contracts
50483,Geovanni Chang,7/27/1977,male,"455 Ivy Ave. Salt Lake City, UT 84116",Bruno Gilmore,(135) 269-5120,master degree,divorced,management,109112,intellectual property
50765,Marin Cisneros,10/13/1999,female,"1 Pleasant St. Sandy, UT 84090",Reuben Romero,(912) 633-1725,bachelor degree,divorced,technician,26162,accident litigation
51469,Jimena Pittman,11/14/1987,male,"9215 Nut Swamp St. Hanna, UT 84031",Zachery Ballard,(971) 965-5655,bachelor degree,divorced,sales,64987,Contracts
51524,Dawson Lucero,2/28/1972,male,"209 Upper St. Gunnison, UT 84634",Raul Stevens,(734) 971-5993,bachelor degree,single,sales,113289,intellectual property
51906,Erica Douglas,10/25/1999,female,"618 South Carriage Drive Layton, UT 84040",Natalia Flynn,(684) 404-1762,bachelor degree,married,student,18769,accident litigation
51988,Issac Quinn,4/30/1992,female,"13 Hill Field Street Sandy, UT 84093",Amirah Landry,(781) 676-8680,master degree,single,blue collar,44947,Contracts
52232,Luke Lynch,4/22/1977,female,"224 Glen Eagles Street Riverton, UT 84065",Brielle Moses,(126) 639-0336,bachelor degree,single,management,42607,work injury
52559,Amiya Maxwell,7/10/1980,male,"667 East Foster Drive Salt Lake City, UT 84171",Averie Elliott,(320) 099-6070,high school diploma,divorced,blue collar,43649,work injury
52617,Dayana Dixon,8/31/1974,male,"8980 Aspen Drive Salt Lake City, UT 84180",Olivia Mathis,(822) 537-9130,high school diploma,single,blue collar,46972,work injury
52620,Davin Mcclain,4/20/1995,female,"8743 Rockland Ave. Salt Lake City, UT 84152",Ismael Shaffer,(122) 349-7045,bachelor degree,divorced,student,24276,accident litigation
52647,Paulina Sosa,6/15/1977,male,"113 Quarry St. Saint George, UT 84791",Averi Nash,(819) 604-3141,master degree,divorced,technician,128742,intellectual property
53151,Nicole Delgado,4/29/1943,male,"6 Laurel Rd. Roosevelt, UT 84066",Cecilia Landry,(996) 698-7252,bachelor degree,divorced,retired,84618,medical settlement
53229,Arielle Foster,6/24/1996,male,"300 West Main Street Tabiona, UT 84072",Luke Hanna,(786) 470-2114,high school diploma,divorced,blue collar,26772,accident litigation
53353,Sara Potts,1/8/1949,male,"9453 Museum St. Teasdale, UT 84773",Yosef Nash,(202) 537-5081,bachelor degree,divorced,retired,86482,medical settlement
53460,Frank Malone,4/11/1997,male,"200 Heart Ave. Portage, UT 84331",Ayden Everett,(586) 738-7384,high school diploma,married,student,31735,accident litigation
53669,Alexia Galvan,8/30/1997,male,"24 NW. Ridge St. Orangeville, UT 84537",Hadassah Espinoza,(638) 713-5324,high school diploma,divorced,blue collar,29583,accident litigation
53736,Mikayla Kirby,10/31/1972,male,"581 Longfellow Court Salt Lake City, UT 84120",Aniyah Chambers,(598) 691-1835,master degree,single,technician,100834,intellectual property
53862,America Bush,4/9/1977,male,"9415 Fremont St. Kanab, UT 84741",Andrew Baker,(609) 413-1963,high school diploma,single,blue collar,53141,work injury
54108,Jayvion Hess,9/15/1940,male,"9420 Dogwood Road Provo, UT 84601",Kathy Castaneda,(292) 555-7236,bachelor degree,single,retired,75675,medical settlement
54326,Kiley Keith,8/9/1987,male,"368 Park Drive Monument Valley, UT 84536",Rowan Byrd,(763) 869-6977,bachelor degree,married,sales,65422,Contracts
54368,Bridger Mayer,10/9/1980,female,"409 N. Justice Court Mapleton, UT 84664",Eleanor Ellison,(342) 409-9699,bachelor degree,single,management,44114,work injury
54507,Jadyn Simmons,8/14/1986,female,"64 Brickell Drive Salina, UT 84654",Brianna Delacruz,(277) 082-0947,doctoral degree,divorced,expert,95908,intellectual property
54904,Maleah Mayo,11/10/1993,male,"7259 St Paul Street Glendale, UT 84729",Samir Wagner,(372) 844-4165,high school diploma,divorced,blue collar,30275,accident litigation
55004,Evelyn Stuart,3/19/1989,female,"24 Shirley Street Washington, UT 84780",Isabel Durham,(573) 181-0525,master degree,divorced,admin,39514,Contracts
55148,Mya Summers,12/13/1978,female,"388 South Parkside Dr. Ogden, UT 84244",Drake Hester,(948) 133-9680,doctoral degree,married,expert,80452,intellectual property
55218,Elliot Phillips,4/3/1987,male,"2 Glenridge Ave. Farmington, UT 84025",Asa Sweeney,(996) 428-4786,bachelor degree,married,sales,58257,Contracts
55396,Molly Richards,6/14/1994,male,"219 Thompson Street Saint George, UT 84770",Wade Newman,(637) 227-4094,high school diploma,single,blue collar,28735,accident litigation
55428,Kadin Hartman,5/21/1983,female,"8204 Grime Ave. Hooper, UT 84315",Yael Butler,(355) 766-5970,doctoral degree,divorced,expert,89974,intellectual property
55682,Gregory Chapman,8/31/1984,male,"475 Thomas Ave. Neola, UT 84053",Tucker Robles,(138) 846-9171,bachelor degree,single,sales,54794,Contracts
55806,Taryn Jones,8/30/1987,female,"8241 N. Ivy Ave. Oak City, UT 84649",Margaret Stephenson,(611) 991-1313,master degree,single,blue collar,37744,Contracts
56266,Annabel Miles,11/24/1987,female,"55 Mechanic Ave. Collinston, UT 84306",Amani Harris,(499) 898-9167,master degree,single,admin,42655,Contracts
56440,Cason Tapia,8/2/1996,male,"9750 S. Mayflower Drive Providence, UT 84332",Isaac Olson,(156) 348-8436,high school diploma,married,blue collar,28296,accident litigation
56494,Maurice Burnett,12/2/1986,female,"9597 Copper Avenue Clearfield, UT 84015",Sydney Villarreal,(534) 729-7542,master degree,married,admin,44815,Contracts
56585,Jamison Proctor,4/15/1985,female,"7194 New Saddle Lane Ogden, UT 84401",Keenan Higgins,(751) 095-5362,doctoral degree,married,expert,63321,intellectual property
57098,Sylvia Gutierrez,6/17/1944,male,"8164 Fulton Ave. Teasdale, UT 84773",Rihanna Bender,(950) 177-1599,bachelor degree,divorced,retired,74549,medical settlement
57147,Gustavo Duran,8/10/1940,female,"9920 South Hind Dr. Corinne, UT 84307",Shania Martin,(993) 716-8401,bachelor degree,divorced,retired,78322,medical settlement
57170,Alondra Stokes,4/22/1944,male,"40 Walnut Dr. Huntington, UT 84528",Heather Clarke,(340) 802-9567,bachelor degree,married,retired,74153,medical settlement
57294,Janiyah Stewart,4/24/1978,female,"3 Meadow Dr. Sandy, UT 84094",Presley Barnett,(484) 136-1117,doctoral degree,divorced,expert,115355,intellectual property
57926,Terrance Watson,1/16/1991,female,"8 South General Street Salt Lake City, UT 84101",Paige Little,(100) 008-6966,master degree,married,student,41354,Contracts
57938,Memphis Berg,5/13/1987,female,"8850 Autumn St. Newton, UT 84327",Leonardo Hampton,(706) 534-5095,bachelor degree,single,management,45019,work injury
58116,Kyan Lee,7/12/1996,female,"525 Wharf Ave. Cannonville, UT 84718",Camden Pierce,(108) 228-5160,bachelor degree,single,student,26995,accident litigation
58383,Boston Garner,4/4/1942,female,"49 NE. Carpenter St. Hyrum, UT 84319",Leon Baxter,(761) 878-9136,bachelor degree,married,retired,63696,medical settlement
58457,Ashley Cortez,3/11/1978,male,"8012 Carson St. Kanab, UT 84741",Elias Powers,(170) 337-5611,high school diploma,single,blue collar,56192,work injury
58740,Ashtyn Fitzgerald,11/10/1942,male,"9057 South Livingston Court Toquerville, UT 84774",Eugene Horne,(202) 315-0151,bachelor degree,married,retired,74772,medical settlement
59045,Cornelius Vang,12/12/1985,male,"477 South Lakewood Ave. Salt Lake City, UT 84132",Esteban Mahoney,(595) 437-1149,bachelor degree,single,sales,49923,Contracts
59423,Bruce Gill,6/21/1943,male,"8254 Andover Avenue Bicknell, UT 84715",London Benitez,(273) 596-9325,bachelor degree,divorced,retired,78589,medical settlement
59852,Emerson Ritter,10/15/1943,female,"291 Shade Road Howell, UT 84316",Mariana Ruiz,(638) 647-2368,bachelor degree,divorced,retired,75724,medical settlement
59857,Kyra Henderson,5/15/1935,female,"7940 W. Penn St. Fruitland, UT 84027",Veronica Dixon,(728) 465-3086,bachelor degree,single,retired,58031,medical settlement
60313,Adriel Khan,11/29/1977,male,"9399 Arrowhead Street South Jordan, UT 84009",Zoey Bartlett,(145) 549-6178,bachelor degree,divorced,management,46983,work injury
60525,Raiden Rangel,9/9/1978,male,"680 Vermont Lane Cedar Valley, UT 84013",Reagan Hanson,(426) 520-6444,high school diploma,divorced,blue collar,46947,work injury
60570,Barrett Tyler,11/16/1982,male,"54 Studebaker St. West Jordan, UT 84081",Sarah Kim,(229) 082-2480,high school diploma,married,blue collar,49468,work injury
60960,Cali Fernandez,5/9/1986,female,"8940 Glenholme St. Moroni, UT 84646",Ralph Whitaker,(639) 207-3236,doctoral degree,married,expert,111203,intellectual property
61007,Frankie Arroyo,10/10/1940,male,"72 E. Temple St. Paragonah, UT 84760",Kailey Reid,(462) 847-3886,bachelor degree,divorced,retired,85879,medical settlement
61032,Lailah Grant,8/2/1981,female,"8215 Monument Ave. Axtell, UT 84621",Amiya Mcintosh,(252) 835-6700,bachelor degree,single,management,39516,work injury
61279,Haylee Montgomery,12/21/1979,female,"327 High Noon St. Millville, UT 84326",Layton Winters,(857) 731-9277,bachelor degree,married,management,39060,work injury
61333,Deshawn Cunningham,10/30/1996,female,"7739 Talbot Drive Midvale, UT 84047",Haylee Summers,(466) 695-1328,bachelor degree,married,technician,24028,accident litigation
61433,Adison Hobbs,9/25/1989,female,"213 Chapel Lane Ogden, UT 84408",Gerardo Lowery,(859) 358-5439,master degree,single,admin,42970,Contracts
61512,Demetrius Page,11/16/1943,male,"519 Pierce Ave. Pleasant Grove, UT 84062",Avery Mendoza,(923) 127-3411,bachelor degree,married,retired,75583,medical settlement
62028,Marcus Navarro,4/16/1980,female,"9616 S. Pleasant St. Salt Lake City, UT 84120",Anya Krause,(445) 849-2730,doctoral degree,married,expert,89754,intellectual property
62112,Tristian Osborn,3/26/1935,female,"7050 South Bishop St. Spanish Fork, UT 84660",Donald Stone,(327) 596-5279,bachelor degree,single,retired,58054,medical settlement
62211,Emerson Chambers,11/17/1989,female,"232 Alton St. Ogden, UT 84409",Antony Russo,(877) 105-9514,master degree,single,admin,44560,Contracts
62304,Xander Mora,10/4/1973,female,"528 Sun Street Gunnison, UT 84634",Christina Mata,(752) 541-3772,doctoral degree,single,expert,131378,intellectual property
62390,Aisha Barron,10/30/1983,male,"8749 Gonzales St. Salt Lake City, UT 84102",Uriah Lin,(634) 608-9302,high school diploma,single,blue collar,57584,work injury
62400,Kali Vasquez,1/30/1973,male,"9652 Bellow Circle Spanish Fork, UT 84660",Daniella Brady,(187) 926-3527,master degree,married,technician,119765,intellectual property
62402,Sincere Young,8/29/1982,male,"636 Rocky River Ave. Salt Lake City, UT 84103",Sariah Abbott,(695) 014-0186,high school diploma,single,blue collar,48328,work injury
62669,Jett Lowery,12/1/1997,female,"9244 W. William Ave. Clarkston, UT 84305",Madalynn Campos,(610) 530-3040,bachelor degree,married,student,26744,accident litigation
62676,Brian Archer,11/26/1981,female,"971 S. Riverview Ave. West Jordan, UT 84088",Skye Case,(609) 602-5778,doctoral degree,married,expert,82934,intellectual property
62839,Lilian Tapia,2/9/1981,female,"119 South Plymouth Rd. Levan, UT 84639",Jeramiah Rowland,(781) 022-4652,bachelor degree,divorced,management,46566,work injury
62889,Jay Contreras,4/14/1940,female,"8325 Carriage Lane Salt Lake City, UT 84150",Skyler Schneider,(412) 289-4923,bachelor degree,married,retired,72914,medical settlement
63210,Hope Wilkinson,12/16/1980,female,"535 Campfire St. Sevier, UT 84766",Daphne Dixon,(656) 099-6498,master degree,divorced,student,41483,work injury
63326,Annalise Shelton,9/11/1977,male,"801 N. William St. Boulder, UT 84716",Hunter Pope,(134) 911-6207,master degree,married,technician,117708,intellectual property
63495,Levi Richmond,8/25/1983,female,"449 South Plymouth Rd. Sigurd, UT 84657",Clinton Gallegos,(152) 209-8457,doctoral degree,divorced,expert,90401,intellectual property
63648,Adison Burnett,10/10/1980,female,"558 NE. Mount St. La Sal, UT 84530",Tyrell Brewer,(118) 268-4310,bachelor degree,married,management,49514,work injury
64067,Maxwell Wells,2/2/1946,male,"834 Sugar Ave. Salt Lake City, UT 84158",Mercedes Andersen,(645) 886-5938,bachelor degree,married,retired,71528,medical settlement
64073,Kailey Clements,2/17/1941,female,"203 Achorage Ave. Salt Lake City, UT 84141",Dante Mullins,(655) 757-5084,bachelor degree,single,technician,70713,medical settlement
64157,Azul Massey,7/18/1985,female,"573 Feathers Court Goshen, UT 84633",Cyrus Shah,(943) 643-1281,doctoral degree,single,expert,79822,intellectual property
64222,Tia Yang,11/26/1982,female,"38 Lafayette Dr. Coalville, UT 84017",Lane Campos,(874) 300-4875,bachelor degree,single,management,41430,work injury
64266,Anna King,12/24/1936,female,"7044 Ash St. Provo, UT 84602",Andreas Morris,(528) 032-5360,bachelor degree,married,retired,59718,medical settlement
64301,King Adams,12/9/1976,male,"15 Summer Dr. Salt Lake City, UT 84115",Virginia Valencia,(835) 122-5262,high school diploma,divorced,blue collar,53202,work injury
64669,Scott Shields,1/8/1997,female,"8794 S. Devonshire Street Sigurd, UT 84657",Kadence Osborn,(977) 890-5537,bachelor degree,single,student,26911,accident litigation
65041,Giana Craig,4/17/1994,female,"9973 Canterbury Ave. Salt Lake City, UT 84115",Mckinley Camacho,(157) 100-2716,bachelor degree,divorced,student,22466,accident litigation
65083,Larissa Santos,9/1/2000,male,"110 Ember Dr. Leeds, UT 84746",Essence Fernandez,(591) 333-3506,high school diploma,divorced,blue collar,25450,accident litigation
65179,Jewel Tyler,4/26/1940,male,"27 Southampton St. Provo, UT 84604",Brian Terry,(332) 206-1955,bachelor degree,divorced,retired,79698,medical settlement
65602,Charlee Marshall,10/29/1945,male,"910 Rockledge Road Kanarraville, UT 84742",Mekhi Lynn,(464) 400-9870,bachelor degree,divorced,retired,76956,medical settlement
65915,Alexus Huynh,6/1/1986,female,"306 East Marvon St. Santa Clara, UT 84765",Kendall Keller,(115) 980-5058,master degree,married,admin,45271,Contracts
65944,Brendan Bean,10/21/1974,male,"801 Woodside Court Tridell, UT 84076",Ruth Barr,(664) 913-9830,master degree,married,technician,120006,intellectual property
66318,Francesca Stafford,11/12/2001,male,"960 Shirley St. Marysvale, UT 84750",Melissa Summers,(161) 981-7514,high school diploma,divorced,sales,26455,accident litigation
66375,Sariah Morales,12/6/1985,male,"8681 Pennsylvania St. Magna, UT 84044",Lea Adkins,(200) 731-8492,bachelor degree,married,sales,53678,Contracts
66402,Arianna Wolf,8/18/1975,male,"19 Plumb Branch Dr. Ogden, UT 84414",Madisyn Bartlett,(421) 251-3147,master degree,divorced,technician,108938,intellectual property
66689,Francesca Khan,11/2/1988,female,"1 South Windmill Street Henrieville, UT 84736",Laurel Garner,(285) 771-6671,master degree,divorced,admin,45649,Contracts
66810,Leonel Howe,11/13/1980,male,"63 Tanglewood Street Nephi, UT 84648",Kamren Atkinson,(943) 012-6195,high school diploma,single,blue collar,55301,work injury
67116,Kiara Merritt,5/4/1941,female,"23 Vista Ave. Bear River City, UT 84301",Cassidy Cook,(616) 114-0525,bachelor degree,divorced,retired,77724,medical settlement
67196,Kelsey Ponce,5/25/1976,male,"466 North Bay Drive Panguitch, UT 84759",Christopher Mann,(358) 960-0076,high school diploma,divorced,blue collar,53360,work injury
67460,Carl Heath,2/11/1994,female,"77 State Dr. Pleasant Grove, UT 84062",Alberto Gonzalez,(515) 913-3088,bachelor degree,divorced,student,29697,accident litigation
67565,Bailee Lang,11/5/1977,male,"9687 Auburn St. Parowan, UT 84761",Ross Sampson,(458) 862-6539,high school diploma,married,blue collar,51266,work injury
67727,Leanna Delacruz,8/8/2000,female,"30 Noble Street Ogden, UT 84415",Evan Velazquez,(582) 407-4372,bachelor degree,single,student,32238,accident litigation
68024,Shirley Miles,1/7/1980,female,"7345 Vermont Dr. Dugway, UT 84022",Randy Winters,(132) 434-3062,bachelor degree,divorced,management,36145,work injury
68029,Dante Willis,7/3/1983,female,"199 Garnet St. Salt Lake City, UT 84143",Marissa Schmidt,(369) 891-9404,master degree,divorced,admin,44528,Contracts
68299,Ramiro Logan,3/7/1943,female,"7870 Roehampton Ave. Boulder, UT 84716",Raul Mcfarland,(644) 427-1926,bachelor degree,single,retired,82571,medical settlement
68467,Trinity Colon,6/8/1983,female,"646 National Lane Virgin, UT 84779",Lillianna Mcbride,(621) 369-6628,bachelor degree,single,management,47602,work injury
69087,Marissa Morse,9/9/1989,female,"527A Terrace Ave. Riverside, UT 84334",Lewis Murray,(817) 300-2527,master degree,divorced,admin,42722,Contracts
69129,Saige Luna,3/26/1979,male,"66 Starfall Ave. Annabella, UT 84711",Julianne Kidd,(859) 235-4641,high school diploma,married,blue collar,54895,work injury
69356,Darien Schroeder,6/14/1977,male,"94 Arnold Avenue Elsinore, UT 84724",Conner Middleton,(287) 522-7276,high school diploma,married,blue collar,55773,work injury
69477,Emmalee Velazquez,11/6/1939,female,"598 Swanson St. Santa Clara, UT 84765",Jamal Kerr,(975) 438-1676,bachelor degree,married,management,90486,medical settlement
